ASVID,C1B1F1,C1B1F2,C1B1F3,C1B2F1,C1B2F2,C1B2F3,C1B3F1,C1B3F2,C1B3F3,C1B4F1,C1B4F2,C1B4F3,C1B5F1,C1B5F2,C1B5F3,C1B6F1,C1B6F2,C1B6F3,C1B7F1,C1B7F2,C1B7F3,C1B8F1,C1B8F2,C1B8F3,C1B9F1,C1B9F2,C1B10F1,C1B10F2,C1B10F3,C1B11F1,C1B11F2,C1B11F3,C1B12F1,C1B12F2,C1B12F3,C2B1F1,C2B1F2,C2B1F3,C2B2F1,C2B2F2,C2B2F3,C2B3F1,C2B3F2,C2B3F3,C2B4F1,C2B4F2,C2B4F3,C2B5F1,C2B5F2,C2B5F3
ASV124,1588,0,0,0,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV125,42,121,6,77,36,92,75,9,14,93,212,120,93,189,248,0,0,272,36,260,156,288,267,53,88,388,67,75,316,333,194,26,184,126,4,27,45,226,1,0,52,198,301,99,79,31,1,93,85,69
ASV126,28,103,7,64,138,27,187,103,129,83,71,170,143,62,190,44,170,232,23,45,93,149,174,163,82,109,64,35,83,22,86,101,52,67,1,75,155,138,91,17,20,125,47,133,106,103,17,70,70,204
ASV127,55,72,6,140,171,162,103,276,82,101,63,143,164,29,107,74,197,87,25,60,278,0,198,51,38,338,16,42,117,127,36,184,1,72,2,151,75,110,94,3,48,79,317,126,34,40,12,63,81,97
ASV128,63,94,8,0,42,116,22,371,97,81,71,62,48,8,11,262,132,126,33,1,12,20,37,208,56,262,223,124,206,125,270,62,85,119,5,164,125,150,28,9,95,24,158,38,43,66,9,124,62,74
ASV129,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5323,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV130,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,1271,1100,1352,0,0,0,397,228,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV131,0,0,0,0,0,5,23,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2370,2578,1253,0,0,0,0,0,0,0,1,5,13,0,0
ASV132,59,62,9,21,53,199,115,95,63,31,102,147,166,45,137,0,165,9,89,70,208,71,49,0,71,242,248,548,107,0,9,242,0,110,0,95,16,39,191,3,16,76,294,27,34,24,0,28,143,315
ASV133,4,34,2,227,20,0,66,11,380,333,42,458,8,3,0,0,2,31,0,0,0,445,836,0,0,25,3,583,0,688,0,4,0,0,0,23,0,0,0,2,0,0,0,40,0,0,0,5,21,61
ASV134,72,57,1,82,81,103,39,74,174,116,96,43,112,82,120,309,61,146,24,25,50,198,36,137,76,225,44,77,135,123,138,211,0,53,1,100,101,19,82,14,30,76,65,88,32,48,12,113,72,114
ASV135,95,130,0,116,74,89,70,144,94,78,164,72,117,92,48,84,190,32,14,111,229,297,128,248,52,103,198,52,48,60,289,85,76,122,3,117,51,48,58,2,37,126,55,197,60,97,32,60,132,58
ASV136,1,388,0,106,0,477,140,38,9,17,206,35,623,41,256,52,73,17,1,0,1,0,0,21,4,76,197,164,33,63,11,44,262,44,2,204,102,188,0,32,296,79,28,193,24,65,0,73,5,3
ASV137,15,49,1,12,154,389,150,180,111,139,170,199,340,40,146,0,235,497,40,164,139,130,131,188,52,201,104,135,148,166,159,270,55,207,7,151,109,160,134,12,37,148,198,239,180,55,4,120,90,110
ASV138,29,80,2,35,45,12,144,104,39,719,37,16,99,188,57,9,37,67,31,30,36,31,62,193,4,206,36,31,22,97,363,1,83,62,3,135,220,94,120,19,91,85,114,214,50,27,33,167,141,239
ASV139,73,132,5,254,105,98,178,279,500,18,181,2,84,147,79,0,0,0,65,136,67,535,0,39,0,1,92,0,9,98,0,0,222,83,0,38,51,111,15,3,23,388,297,185,0,76,2,151,34,1
ASV140,122,98,2,10,107,40,53,177,115,256,100,108,64,186,1,0,237,22,8,0,51,101,93,144,0,312,173,224,2,40,102,161,175,175,0,71,83,76,59,19,74,82,160,155,48,88,1,66,52,24
ASV141,46,96,3,9,39,7,0,18,31,51,540,274,218,12,43,85,27,26,8,203,0,98,125,39,1,301,31,206,4,48,0,251,166,54,0,80,135,78,98,2,34,128,20,61,153,13,29,164,114,239
ASV142,53,27,1,3,41,28,62,18,23,75,93,108,93,22,29,0,116,23,0,0,1,0,42,85,0,14,11,35,22,0,17,20,20,14,0,132,246,207,263,20,128,230,390,248,165,131,28,265,174,386
ASV143,16,41,2,32,125,16,0,0,0,0,0,0,103,55,31,0,0,1,16,10,0,817,665,517,7,514,29,313,78,0,1,0,0,8,0,33,13,14,361,186,216,0,0,0,57,77,20,38,11,7
ASV144,72,122,3,57,224,0,289,0,155,0,0,507,0,0,388,0,0,0,0,0,0,0,0,0,214,315,20,1136,0,69,0,0,113,50,2,1,0,0,0,23,0,140,0,213,0,0,8,214,471,11
ASV145,37,288,13,306,49,13,139,10,83,48,404,132,70,0,58,0,6,137,24,2,82,1,0,0,35,2,0,120,91,0,209,152,0,280,0,6,145,63,134,0,18,272,414,184,57,65,18,43,5,2
ASV146,0,0,0,0,0,0,0,0,679,0,0,0,0,2429,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,1591,0,0,0,0,0,0,16,0,0,0,8,0,0,9,0,0,0
ASV147,63,99,3,119,214,200,254,196,153,201,181,142,196,217,238,189,126,212,1,30,8,3,20,13,36,36,96,31,73,78,54,19,0,11,0,0,24,10,50,4,57,56,97,74,19,69,9,79,75,178
ASV148,83,133,5,103,150,321,132,51,182,168,150,130,269,95,140,83,150,190,24,39,111,131,201,35,83,199,40,144,137,147,195,80,29,98,0,41,152,69,126,7,56,69,63,49,120,57,9,101,119,172
ASV149,29,135,3,90,100,167,243,135,207,241,121,143,191,49,186,79,118,216,46,8,298,177,162,87,46,245,147,18,132,120,128,76,201,98,4,124,158,77,218,17,71,118,299,277,109,64,8,57,164,180
ASV150,47,58,4,63,115,187,115,132,69,161,90,206,152,47,74,14,12,56,23,1,0,440,53,0,0,99,40,57,78,67,285,16,266,244,1,240,23,43,57,7,57,106,153,48,22,68,18,100,30,101
ASV151,57,36,13,117,43,7,15,180,36,63,73,0,26,225,96,0,81,49,23,2,169,441,314,133,60,639,141,0,72,159,197,85,10,34,2,0,57,72,60,10,0,0,69,164,100,10,1,122,106,76
ASV152,3,62,2,0,226,139,1,86,102,18,0,214,305,543,113,0,0,0,25,0,183,0,485,0,127,0,8,90,225,255,0,0,11,0,0,12,84,50,35,23,34,80,85,139,77,30,34,11,7,109
ASV153,61,21,2,9,217,10,48,94,81,183,101,73,82,192,56,253,74,81,34,0,78,158,103,132,70,117,118,50,78,97,19,95,56,65,2,171,78,94,83,2,16,55,163,78,16,7,4,26,31,57
ASV154,49,0,2,35,191,32,151,32,32,83,17,82,43,361,0,0,141,99,0,281,8,0,0,25,0,501,416,30,84,0,56,1,571,492,7,0,106,21,1,0,84,13,139,66,26,8,1,75,0,176
ASV155,24,158,0,143,151,71,59,134,28,81,191,158,84,139,57,78,37,34,2,0,264,11,54,177,30,194,202,376,38,32,72,15,12,46,2,102,74,116,74,33,35,5,328,81,68,38,38,136,132,64
ASV156,46,61,0,28,148,83,61,70,62,115,51,156,122,97,111,15,171,69,6,88,80,18,25,156,4,8,76,13,33,142,22,43,36,44,0,50,101,46,156,6,60,61,133,260,71,73,12,134,103,140
ASV157,36,31,1,26,10,24,71,124,35,30,0,53,96,17,24,0,33,0,0,16,0,1,1,0,45,62,34,2,54,0,0,62,0,2,0,325,335,395,436,28,204,204,579,266,95,170,40,162,232,353
ASV158,0,0,0,0,0,0,3,10,40,0,0,0,78,0,0,0,28,0,8,0,0,0,0,0,872,897,0,0,0,317,106,149,788,702,3,0,0,0,0,0,0,0,0,0,14,53,0,7,0,0
ASV159,72,93,6,0,4,4,9,31,58,12,6,39,94,83,0,122,1,0,11,43,58,562,278,546,26,1,0,30,60,9,0,90,43,25,0,183,321,234,0,26,1,207,481,236,0,0,0,0,0,0
ASV160,69,64,3,6,37,80,130,114,62,113,120,65,69,133,44,107,63,258,57,45,81,75,133,69,35,91,142,87,64,119,193,42,161,105,2,70,103,56,67,3,20,65,28,86,107,34,12,94,72,33
ASV161,194,134,4,186,32,38,53,93,175,135,279,101,76,45,131,78,26,189,24,20,159,3,105,117,112,16,5,32,132,31,247,165,182,75,2,26,285,96,62,0,67,62,91,47,80,52,12,78,227,122
ASV162,30,49,0,155,46,7,121,73,59,147,69,68,78,120,323,0,60,42,13,48,69,78,113,161,23,73,86,38,0,210,183,2,17,6,5,37,80,81,72,7,3,73,270,0,124,54,16,103,42,74
ASV163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,183,228,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,842,999,0,0,0,0,0,0,0,39,0,0,0,0
ASV164,68,310,12,125,109,152,75,118,51,78,0,123,99,137,102,290,31,0,0,76,0,207,51,54,30,19,33,2,78,30,0,102,142,274,1,113,46,140,0,1,0,0,174,39,2,6,6,32,0,123
ASV165,31,66,3,125,27,51,142,81,211,49,108,8,274,35,0,155,55,279,2,0,29,57,46,20,10,418,0,0,33,10,156,46,124,103,0,41,18,64,67,5,48,78,136,102,72,55,1,27,25,116
ASV166,28,61,4,40,59,92,15,38,37,124,113,52,29,96,77,94,32,40,22,9,60,341,82,136,118,123,81,29,72,147,55,124,49,52,4,47,111,107,70,3,43,33,103,72,33,106,25,37,80,49
ASV167,58,65,5,16,91,97,51,103,53,24,29,68,102,33,8,0,44,38,21,164,98,145,141,238,26,535,91,27,77,16,59,22,214,17,0,31,109,167,90,1,50,112,71,65,26,73,11,75,93,74
ASV168,43,5,1,158,95,63,3,13,60,175,106,6,3,67,144,0,2,0,0,467,29,124,0,1,1,489,5,33,0,0,1,9,64,46,7,77,145,112,272,0,60,10,60,34,71,0,8,70,73,30
ASV169,0,0,0,0,0,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
ASV170,59,86,1,92,92,105,100,112,82,65,220,80,68,108,98,0,54,44,16,29,30,108,69,323,15,68,103,89,116,71,190,61,85,134,2,32,55,62,16,0,48,96,183,31,93,19,18,99,40,60
ASV171,44,71,5,154,63,71,163,73,81,148,21,87,26,99,110,149,64,158,16,61,195,63,75,67,43,426,22,113,178,57,29,78,119,45,3,35,96,81,91,11,24,23,106,108,82,21,10,72,80,32
ASV172,82,94,4,109,244,275,99,154,58,94,135,77,173,160,54,0,362,109,23,0,197,183,89,100,46,104,119,95,81,64,162,20,101,42,3,35,70,21,60,0,96,86,246,13,46,15,4,35,50,11
ASV173,59,150,2,0,32,210,3,17,7,2,111,58,0,198,0,0,64,0,2,0,0,0,144,0,0,339,238,0,209,136,177,596,78,57,0,12,9,19,36,0,39,55,1,0,5,0,2,46,11,43
ASV174,24,167,2,141,89,147,98,155,87,98,27,144,199,88,16,0,95,9,4,105,24,52,182,189,24,52,196,108,115,19,161,53,18,119,1,73,82,79,44,9,38,93,247,185,35,4,5,36,46,210
ASV175,10,42,3,81,72,71,52,26,26,141,198,87,0,8,134,87,31,111,32,7,176,146,65,210,36,1,0,139,133,13,16,151,18,76,0,145,196,21,56,0,18,80,0,198,110,9,15,27,62,37
ASV176,126,99,8,9,11,20,71,157,59,243,217,495,5,65,26,53,4,2,12,1,2,47,53,21,37,3,86,107,154,74,6,66,64,0,3,139,114,41,121,5,23,100,110,105,138,38,16,58,44,134
ASV177,58,76,9,29,113,3,62,184,49,2,23,63,0,2,31,0,0,338,32,0,149,285,7,482,39,18,0,137,93,151,176,10,52,285,9,96,11,75,0,11,41,15,120,42,47,26,8,26,92,236
ASV178,14,42,8,79,28,95,138,1,94,115,9,53,138,79,23,66,14,18,35,0,58,121,53,0,36,174,55,46,142,199,79,91,96,50,0,38,2,20,93,19,80,130,165,84,30,11,9,85,32,94
ASV179,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,0,0,0
ASV180,16,124,0,4,73,166,248,22,25,103,171,9,99,97,155,0,79,165,63,0,159,94,194,140,4,103,43,262,58,69,41,95,96,78,2,106,63,40,0,4,58,80,137,129,47,13,22,80,84,25
ASV181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV182,4,156,10,122,59,88,70,91,1,107,76,42,0,83,168,0,305,360,48,88,495,0,0,10,44,61,0,7,38,61,0,0,50,21,0,47,29,70,21,18,29,19,45,0,198,51,0,0,59,273
ASV183,19,92,2,49,0,385,0,41,76,23,0,64,229,265,30,97,66,48,12,101,24,62,75,445,34,153,342,41,115,5,0,24,74,150,0,49,6,34,38,4,47,160,145,0,13,12,0,39,0,0
ASV184,0,0,0,730,800,1028,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,10,27,1,72,1,0,0,9,162,245,0,0,0,17,0,228,2,0,0,0,0,0
ASV185,9,111,1,26,34,82,81,16,68,122,171,115,119,107,113,0,175,42,3,69,2,314,10,78,17,69,56,2,25,90,1,39,45,68,2,46,71,21,28,21,57,60,167,113,25,15,11,68,39,70
ASV186,109,79,2,62,146,81,80,217,149,106,109,71,92,98,44,0,56,67,55,86,123,209,65,1,94,159,55,41,63,9,10,37,54,76,0,40,11,33,84,6,25,47,118,91,32,41,4,70,57,31
ASV187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,24
ASV188,25,16,2,0,21,30,14,0,24,28,136,4,102,380,52,0,19,302,131,121,473,95,49,85,100,43,17,175,25,91,18,119,9,23,0,0,0,0,5,11,0,25,34,93,14,23,6,89,38,31
ASV189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,475,402,881,454,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV190,65,159,4,43,1,10,24,11,154,3,18,81,14,224,136,16,34,138,42,55,114,123,1,13,78,155,129,37,130,11,95,1,8,63,4,114,224,27,53,7,34,69,190,47,53,11,10,78,73,74
ASV191,38,37,3,0,16,183,72,30,114,62,83,0,48,28,6,0,15,125,0,268,50,0,15,131,0,0,238,24,218,0,412,203,0,115,0,0,64,8,0,18,15,14,35,247,71,55,0,9,73,66
ASV192,23,82,1,67,141,23,62,13,42,15,6,129,25,71,68,0,85,1,3,0,14,91,211,78,52,293,70,1,185,183,23,369,0,22,0,58,135,58,48,9,76,25,55,35,171,38,16,46,20,51
ASV193,0,0,0,0,0,10,0,0,25,0,0,0,0,39,6,0,28,46,0,0,0,0,0,0,634,145,0,1948,936,0,0,0,0,0,0,0,0,0,0,1,345,0,0,0,10,0,0,4,0,0
ASV194,67,28,3,49,0,121,199,0,30,95,151,220,31,57,17,0,178,163,7,311,36,171,34,79,21,0,54,0,72,22,361,14,31,50,0,183,32,1,10,11,30,22,25,114,84,0,9,57,53,191
ASV195,0,0,0,0,0,0,0,0,0,1418,356,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,87,0,0,0,0,3
ASV196,9,83,0,145,85,76,76,88,94,137,139,33,27,0,16,0,21,15,0,0,0,37,0,44,0,171,0,0,0,0,18,0,0,0,0,109,164,188,330,19,26,234,184,387,121,60,32,76,129,93
ASV197,48,4,7,109,84,151,112,61,0,82,112,65,277,99,119,0,136,138,66,192,10,0,66,0,84,46,0,19,129,0,0,14,74,246,7,6,0,37,1,0,14,149,34,83,38,0,2,63,0,130
ASV198,34,38,3,62,56,156,20,110,23,90,29,43,197,93,116,0,49,28,4,236,137,87,38,158,0,82,1,8,0,144,125,0,45,25,3,76,8,6,61,21,35,84,117,22,38,43,10,30,66,29
ASV199,41,52,1,36,46,4,32,10,26,198,0,44,21,102,69,0,1,0,0,1,75,0,34,1,0,29,0,49,102,0,92,0,2,110,0,31,96,84,237,24,57,165,181,174,113,29,27,218,88,261
ASV200,16,15,2,164,23,41,57,23,121,59,128,99,72,112,38,65,59,0,12,126,43,205,38,33,91,275,153,166,41,122,67,6,5,36,2,65,65,63,127,2,37,17,25,129,44,52,15,73,63,103
ASV201,0,19,0,5,26,82,90,78,139,1,0,0,277,0,18,0,16,3,15,315,197,0,28,212,83,207,0,0,42,42,0,0,24,282,0,25,0,3,59,13,0,0,0,172,0,3,6,70,0,64
ASV202,56,127,3,0,91,54,0,0,11,286,0,0,0,0,0,75,137,3,0,0,0,279,0,0,0,0,0,0,295,239,181,0,117,0,0,0,0,58,0,0,48,0,213,76,86,3,0,0,166,0
ASV203,70,150,3,147,84,45,63,38,108,107,158,45,74,101,64,91,39,54,49,7,140,124,204,121,17,106,34,146,181,240,101,26,77,83,0,38,36,63,66,8,14,99,34,96,108,44,11,78,46,75
ASV204,0,1,0,0,20,107,11,8,54,0,0,0,33,0,0,268,20,0,12,0,59,247,98,0,10,12,0,69,0,149,0,775,0,0,2,0,0,0,0,0,0,23,2,0,0,4,155,1,6,39
ASV205,0,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,7,0
ASV206,0,5,0,49,223,0,45,63,36,1,189,51,12,0,54,0,1,363,25,22,171,155,36,105,0,89,249,0,95,1,53,98,12,125,3,76,20,99,0,0,6,38,132,28,22,47,15,20,27,71
ASV207,24,125,0,44,44,42,1,65,40,39,0,0,56,28,212,0,142,0,45,47,40,73,0,19,25,187,32,116,0,0,533,2,1,0,0,52,77,0,1,0,32,95,0,40,79,13,13,57,13,152
ASV208,220,0,5,102,0,0,50,80,0,141,0,162,466,0,0,92,1,513,1,1,2,0,226,0,0,0,20,90,111,0,0,0,0,0,1,16,65,0,2,0,101,7,5,22,0,57,0,1,95,2
ASV209,5,34,1,75,53,16,60,125,6,10,0,82,105,137,71,0,31,104,18,3,0,136,101,89,4,0,10,115,0,16,57,0,184,25,0,45,90,25,99,7,6,62,79,198,177,12,14,96,64,88
ASV210,28,140,4,144,504,2,0,196,92,97,89,160,16,190,0,172,61,69,28,0,24,225,108,0,8,77,28,127,70,0,130,231,19,26,0,32,72,16,42,26,47,104,147,36,0,49,3,30,58,37
ASV211,73,95,5,12,0,3,43,34,7,9,285,37,19,7,92,128,37,0,65,237,0,161,12,1,6,96,89,310,116,8,4,0,9,63,0,0,22,2,162,0,26,141,5,0,0,3,1,103,6,61
ASV212,90,223,2,0,0,0,168,118,0,171,47,333,102,0,0,0,3,0,0,0,338,0,1,1,0,1,8,0,0,0,0,0,1,0,2,0,0,65,0,1,35,0,0,379,0,0,0,1,0,417
ASV213,30,88,1,28,41,40,42,44,7,55,29,61,37,18,29,0,1,78,3,108,84,108,4,0,7,183,118,120,75,78,35,1,79,140,5,95,37,95,62,3,3,15,82,102,2,111,4,32,35,103
ASV214,3,40,0,156,42,20,38,4,73,113,6,73,37,7,49,20,60,103,15,32,0,0,11,0,3,224,42,127,0,8,256,0,16,34,0,81,67,64,42,7,37,42,83,203,67,37,10,40,53,78
ASV215,5,0,0,11,0,0,0,0,0,12,0,6,0,11,0,0,0,0,61,753,288,217,0,436,0,0,0,0,0,0,0,56,0,0,0,6,94,267,103,0,0,0,36,0,0,0,0,0,0,9
ASV216,32,8,1,75,50,2,66,89,43,44,41,36,9,60,59,160,160,149,6,32,7,21,37,133,49,85,19,100,84,72,7,53,42,116,0,82,50,147,39,2,1,8,38,45,43,27,6,91,22,43
ASV217,29,84,5,0,24,0,61,41,8,72,171,63,23,0,0,0,0,218,24,63,20,118,71,63,0,256,46,11,61,1,0,0,60,238,4,44,165,143,0,0,21,110,135,0,0,1,1,82,68,0
ASV218,12,72,1,0,6,0,60,49,14,0,6,0,9,0,0,0,41,197,61,0,0,0,0,94,0,22,0,137,15,90,32,0,229,221,8,339,0,325,47,5,0,32,7,16,11,0,0,134,19,13
ASV219,0,36,1,166,162,359,0,1,6,15,0,0,305,115,52,344,0,0,1,131,9,0,0,11,1,4,75,37,142,138,18,42,74,0,3,41,0,0,13,0,0,10,0,0,3,46,4,0,8,131
ASV220,0,8,0,1,0,1,29,64,532,0,0,0,377,263,220,16,0,0,0,226,52,154,101,143,0,0,55,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
ASV221,38,30,1,70,41,58,88,55,29,23,38,111,20,0,8,0,43,280,15,148,14,300,100,78,1,0,137,96,122,80,99,24,131,54,1,146,18,36,19,0,18,19,170,92,0,25,1,50,12,117
ASV222,0,22,0,0,55,0,45,32,0,0,4,41,0,53,0,74,0,145,0,0,0,0,26,1,29,0,0,55,0,0,0,0,15,3,0,158,129,87,164,5,29,148,280,132,113,43,6,101,145,276
ASV223,33,25,1,55,33,7,5,138,82,44,49,77,29,31,50,27,1,127,16,91,9,33,119,0,2,69,264,49,96,38,0,73,179,177,5,44,49,29,44,1,17,18,85,6,15,57,1,27,53,45
ASV224,56,84,1,93,287,105,95,0,59,0,0,74,71,116,28,0,5,0,0,81,0,97,148,169,0,90,200,0,113,0,0,0,0,0,0,89,189,50,0,0,0,108,0,3,0,45,0,0,33,0
ASV225,8,0,2,0,0,1,0,0,0,16,99,0,0,2,0,0,0,87,0,0,0,0,0,34,0,0,17,81,0,0,118,50,0,0,0,101,98,166,153,32,140,146,182,248,182,166,0,207,239,173
ASV226,59,142,0,30,35,63,185,47,29,0,27,54,102,14,59,69,16,93,30,19,6,14,27,7,91,12,94,99,6,58,113,214,82,28,0,46,50,59,77,2,22,55,24,58,5,38,7,30,55,77
ASV227,43,27,3,65,13,23,55,50,32,45,91,96,185,12,30,97,82,70,0,40,150,149,18,34,29,18,30,118,112,3,11,22,5,59,0,30,31,55,18,0,62,81,28,111,18,14,0,24,3,75
ASV228,54,18,3,40,30,101,52,50,34,18,104,25,93,57,43,19,41,68,15,36,76,64,80,28,88,49,24,113,18,40,72,4,50,46,7,32,63,36,53,0,16,47,107,20,46,65,5,42,20,52
ASV229,5,35,0,0,0,15,0,16,57,0,0,3,7,31,10,0,0,0,0,0,0,0,0,0,0,25,19,0,61,0,0,0,17,0,0,206,209,86,133,25,158,261,279,172,179,121,43,176,192,214
ASV230,33,135,0,14,104,69,57,79,71,140,172,18,50,41,64,67,47,73,4,10,44,8,27,82,12,150,99,72,72,22,28,71,21,41,1,93,99,45,28,8,50,36,115,81,58,7,7,36,29,35
ASV231,0,74,1,20,100,0,8,45,146,6,0,102,114,88,57,0,0,23,0,111,0,0,0,0,0,0,19,141,55,0,86,258,57,75,1,0,0,86,0,0,1,19,323,176,0,0,0,62,25,159
ASV232,45,115,1,51,73,40,90,117,73,88,37,77,44,44,65,38,72,94,9,36,33,79,34,121,86,126,39,41,96,17,9,121,52,62,0,21,34,54,101,11,40,61,74,47,16,31,1,45,41,47
ASV233,39,0,0,0,64,0,600,97,177,218,0,262,0,0,218,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,212,0,0,0,0,0,60,0,51,0,0,0,51,77,0,1,197,8
ASV234,109,0,0,0,2,0,0,0,0,7,0,0,0,135,0,0,0,25,0,0,0,0,0,18,0,0,0,0,0,0,0,0,298,0,0,535,973,481,0,0,0,1,28,0,0,2,0,0,0,0
ASV235,59,0,0,0,0,50,67,35,5,402,0,174,0,43,115,0,0,0,6,0,84,88,138,26,0,24,15,0,107,0,0,105,27,24,0,0,276,121,12,16,1,20,169,14,51,4,0,114,121,0
ASV236,25,39,3,2,13,1,3,17,44,64,8,17,4,125,16,0,30,110,3,23,0,0,0,0,1,39,0,4,0,0,68,0,0,0,0,25,160,120,143,10,83,190,255,191,36,84,25,94,163,144
ASV237,62,124,3,67,116,5,133,46,83,25,0,35,60,73,18,0,14,205,18,0,0,0,26,0,77,164,3,47,96,139,81,18,85,0,4,0,12,66,45,15,14,182,94,43,33,86,11,38,122,91
ASV238,18,67,2,53,68,0,44,108,66,191,61,0,8,53,104,14,125,7,11,0,94,319,138,77,32,151,152,166,101,74,269,158,47,110,0,45,116,100,76,0,50,95,111,0,0,20,3,46,30,80
ASV239,117,0,7,26,0,0,76,0,15,28,106,197,76,31,85,0,9,0,0,0,61,0,0,0,0,303,31,248,0,13,0,0,165,292,3,45,0,0,150,0,21,0,0,0,0,0,0,56,168,20
ASV240,19,38,0,0,0,73,0,0,0,13,49,0,0,338,60,132,31,527,24,50,16,0,41,3,38,0,0,0,39,47,37,11,0,7,0,29,44,0,35,3,8,0,89,128,0,8,0,8,13,23
ASV241,31,24,3,24,20,3,93,82,92,77,164,80,61,37,40,2,46,48,11,12,24,40,10,23,17,62,8,75,22,29,41,135,131,149,4,29,57,91,48,6,12,45,87,31,23,22,11,69,93,65
ASV242,9,40,0,47,153,71,29,113,115,46,23,22,76,22,34,108,158,86,19,81,136,66,80,1,0,167,68,66,51,53,101,4,0,32,0,0,0,54,0,0,43,25,13,0,0,26,0,34,5,3
ASV243,46,28,3,51,16,7,80,68,71,56,20,33,186,49,16,6,40,20,15,41,48,91,52,41,69,41,14,4,48,96,73,153,16,48,0,76,61,101,20,10,24,27,102,2,27,65,0,57,7,55
ASV244,21,37,0,0,0,28,15,1,18,0,8,18,8,0,0,0,0,0,0,0,0,17,0,182,9,0,0,7,9,0,0,0,13,0,0,161,188,225,297,35,57,99,153,214,158,42,8,141,43,95
ASV245,55,99,1,1,32,43,29,90,124,78,79,4,24,0,52,1,59,16,33,20,28,1,42,0,13,139,68,3,39,2,127,127,0,103,1,60,34,0,11,11,0,88,42,80,35,13,9,35,84,71
ASV246,17,23,3,8,14,45,56,0,152,216,45,3,70,14,109,0,33,200,4,1,0,83,0,0,0,97,3,20,30,128,0,0,109,271,1,21,46,52,0,9,101,36,83,0,18,1,6,118,11,251
ASV247,19,12,2,25,82,4,79,57,57,1,49,76,7,72,92,77,19,226,61,157,0,0,62,14,0,13,11,63,21,0,1,18,0,0,3,82,72,58,162,24,47,26,23,67,137,59,3,17,31,182
ASV248,44,66,3,77,128,44,69,69,70,175,163,73,69,131,23,0,52,62,24,9,52,52,35,45,7,91,158,38,67,24,133,9,0,30,0,86,93,33,26,2,35,26,53,66,10,11,3,56,56,72
ASV249,49,73,0,23,0,302,0,191,36,0,335,0,0,1,0,0,0,0,0,476,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,82,274,0,1,0,0,243,0,0
ASV250,3,13,0,0,9,17,3,0,0,0,509,234,0,9,6,0,0,0,0,0,210,0,0,0,0,0,300,0,30,0,0,0,0,0,0,0,0,0,239,1,0,4,0,5,544,0,0,0,226,287
ASV251,1,3,0,0,8,50,0,29,100,35,0,80,55,27,80,0,81,75,0,0,307,0,0,27,57,0,71,47,62,0,0,0,135,7,0,62,85,93,127,0,98,189,46,4,86,76,21,77,63,82
ASV252,27,39,0,11,23,4,63,60,24,35,58,24,116,29,35,190,84,11,26,10,2,77,94,49,24,60,36,131,104,4,102,56,65,87,1,6,22,41,38,1,38,39,60,28,39,36,13,41,7,39
